time,RHI1_X,RHI1_Y,RHI1_Z,RHI2_X,RHI2_Y,RHI2_Z,RHI3_X,RHI3_Y,RHI3_Z,RHI4_X,RHI4_Y,RHI4_Z,RHI5_X,RHI5_Y,RHI5_Z,RHI6_X,RHI6_Y,RHI6_Z,RTHI1_X,RTHI1_Y,RTHI1_Z,RIF1_X,RIF1_Y,RIF1_Z,RTF1_X,RTF1_Y,RTF1_Z,RRF1_X,RRF1_Y,RRF1_Z,RPF1_X,RPF1_Y,RPF1_Z,RTHI2_X,RTHI2_Y,RTHI2_Z,RIF2_X,RIF2_Y,RIF2_Z,RTF2_X,RTF2_Y,RTF2_Z,RRF2_X,RRF2_Y,RRF2_Z,RPF2_X,RPF2_Y,RPF2_Z,RTHI3_X,RTHI3_Y,RTHI3_Z,RIF3_X,RIF3_Y,RIF3_Z,RTF3_X,RTF3_Y,RTF3_Z,RRF3_X,RRF3_Y,RRF3_Z,RPF3_X,RPF3_Y,RPF3_Z
195.3776,-0.03620571,0.2322492,-0.01176618,-0.0313067,0.2527071,0.05302433,-0.05153968,0.2497189,0.05276314,-0.06987973,0.24132,0.04756515,-0.08515868,0.2301842,0.04172673,-0.06646876,0.2177499,-0.007045106,0.01379454,0.2267296,0.01066053,-0.02803785,0.2671843,0.08985787,-0.05263857,0.2626726,0.09616046,-0.0772938,0.2530994,0.08703249,-0.09786255,0.2391445,0.07082658,0.03053635,0.2317435,0.03665475,-0.02487071,0.2599274,0.1107449,-0.04685298,0.2535387,0.1206055,-0.07409246,0.2446635,0.1113591,-0.09707465,0.2342687,0.08838525,0.02839274,0.2297803,0.05293905,-0.02327844,0.2492947,0.1164242,-0.04189668,0.2421122,0.126118,-0.06883835,0.2335995,0.1169322,-0.09081265,0.2253588,0.09416874
195.379,-0.03605675,0.2324673,-0.01177706,-0.03108305,0.2530497,0.05296828,-0.05130775,0.2499967,0.05274929,-0.06963654,0.2415376,0.04761348,-0.08490963,0.2303566,0.0418196,-0.06628415,0.2178896,-0.00696855,0.01400544,0.2271947,0.01046309,-0.02780616,0.2676277,0.08978298,-0.05252758,0.2630738,0.09612251,-0.07709347,0.2533176,0.08710995,-0.09765435,0.2392453,0.0709638,0.03073494,0.2322996,0.03644625,-0.02466715,0.260522,0.1107367,-0.04678677,0.2540889,0.1206431,-0.07388277,0.2449217,0.1114743,-0.09689219,0.2343662,0.08854721,0.02859417,0.2303428,0.05273103,-0.02308985,0.2499517,0.1165423,-0.04181104,0.2427004,0.1262276,-0.0686084,0.2338911,0.1171225,-0.09064768,0.2254797,0.09440856
195.3887,-0.03605675,0.2324673,-0.01177706,-0.03108305,0.2530497,0.05296828,-0.05130775,0.2499967,0.05274929,-0.06963654,0.2415376,0.04761348,-0.08490963,0.2303566,0.0418196,-0.06628415,0.2178896,-0.00696855,0.01400544,0.2271947,0.01046309,-0.02780616,0.2676277,0.08978298,-0.05252758,0.2630738,0.09612251,-0.07709347,0.2533176,0.08710995,-0.09765435,0.2392453,0.0709638,0.03073494,0.2322996,0.03644625,-0.02466715,0.260522,0.1107367,-0.04678677,0.2540889,0.1206431,-0.07388277,0.2449217,0.1114743,-0.09689219,0.2343662,0.08854721,0.02859417,0.2303428,0.05273103,-0.02308985,0.2499517,0.1165423,-0.04181104,0.2427004,0.1262276,-0.0686084,0.2338911,0.1171225,-0.09064768,0.2254797,0.09440856
195.3998,-0.03605675,0.2324673,-0.01177706,-0.03108305,0.2530497,0.05296828,-0.05130775,0.2499967,0.05274929,-0.06963654,0.2415376,0.04761348,-0.08490963,0.2303566,0.0418196,-0.06628415,0.2178896,-0.00696855,0.01400544,0.2271947,0.01046309,-0.02780616,0.2676277,0.08978298,-0.05252758,0.2630738,0.09612251,-0.07709347,0.2533176,0.08710995,-0.09765435,0.2392453,0.0709638,0.03073494,0.2322996,0.03644625,-0.02466715,0.260522,0.1107367,-0.04678677,0.2540889,0.1206431,-0.07388277,0.2449217,0.1114743,-0.09689219,0.2343662,0.08854721,0.02859417,0.2303428,0.05273103,-0.02308985,0.2499517,0.1165423,-0.04181104,0.2427004,0.1262276,-0.0686084,0.2338911,0.1171225,-0.09064768,0.2254797,0.09440856
195.4109,-0.03609091,0.2330405,-0.01179077,-0.03079148,0.2533751,0.05300713,-0.05100426,0.2502516,0.05289845,-0.06931844,0.2417277,0.04784582,-0.08459068,0.230504,0.04209628,-0.06622295,0.2183107,-0.006858556,0.01394533,0.2275378,0.0102493,-0.02772785,0.268175,0.0896757,-0.05266287,0.2635537,0.09613903,-0.07726158,0.253665,0.08717875,-0.09786152,0.2394862,0.07097144,0.03065119,0.2326137,0.03621495,-0.02464598,0.261103,0.1106043,-0.04694173,0.2545795,0.1206462,-0.07408354,0.2452615,0.1115376,-0.09719086,0.2346052,0.08855852,0.02849293,0.230759,0.05249241,-0.02305383,0.2505845,0.1164567,-0.04189141,0.2432621,0.1262964,-0.06873003,0.2343009,0.1172511,-0.09091274,0.2258027,0.09451583
195.422,-0.03609091,0.2330405,-0.01179077,-0.03079148,0.2533751,0.05300713,-0.05100426,0.2502516,0.05289845,-0.06931844,0.2417277,0.04784582,-0.08459068,0.230504,0.04209628,-0.06622295,0.2183107,-0.006858556,0.01394533,0.2275378,0.0102493,-0.02772785,0.268175,0.0896757,-0.05266287,0.2635537,0.09613903,-0.07726158,0.253665,0.08717875,-0.09786152,0.2394862,0.07097144,0.03065119,0.2326137,0.03621495,-0.02464598,0.261103,0.1106043,-0.04694173,0.2545795,0.1206462,-0.07408354,0.2452615,0.1115376,-0.09719086,0.2346052,0.08855852,0.02849293,0.230759,0.05249241,-0.02305383,0.2505845,0.1164567,-0.04189141,0.2432621,0.1262964,-0.06873003,0.2343009,0.1172511,-0.09091274,0.2258027,0.09451583
195.4331,-0.03607851,0.2335454,-0.01180713,-0.030439,0.2538614,0.05296791,-0.05064307,0.2506812,0.05298872,-0.06895313,0.242088,0.04804632,-0.08424493,0.2308263,0.04237459,-0.06614394,0.2187128,-0.006699258,0.01396136,0.2279173,0.01001221,-0.02754006,0.2689941,0.08947146,-0.05265559,0.2643578,0.09609471,-0.07728533,0.2543282,0.08721938,-0.09793191,0.2400303,0.0710113,0.03065412,0.2330504,0.03595103,-0.02449311,0.2621777,0.1104644,-0.04699744,0.2556511,0.1207175,-0.0742145,0.2462013,0.1116989,-0.09748767,0.235384,0.08868556,0.02847717,0.2313434,0.05223233,-0.02286918,0.2517922,0.1165173,-0.04189697,0.2444818,0.1266264,-0.06882625,0.2353784,0.1176573,-0.09126274,0.2267137,0.09490252
195.4443,-0.03607851,0.2335454,-0.01180713,-0.030439,0.2538614,0.05296791,-0.05064307,0.2506812,0.05298872,-0.06895313,0.242088,0.04804632,-0.08424493,0.2308263,0.04237459,-0.06614394,0.2187128,-0.006699258,0.01396136,0.2279173,0.01001221,-0.02754006,0.2689941,0.08947146,-0.05265559,0.2643578,0.09609471,-0.07728533,0.2543282,0.08721938,-0.09793191,0.2400303,0.0710113,0.03065412,0.2330504,0.03595103,-0.02449311,0.2621777,0.1104644,-0.04699744,0.2556511,0.1207175,-0.0742145,0.2462013,0.1116989,-0.09748767,0.235384,0.08868556,0.02847717,0.2313434,0.05223233,-0.02286918,0.2517922,0.1165173,-0.04189697,0.2444818,0.1266264,-0.06882625,0.2353784,0.1176573,-0.09126274,0.2267137,0.09490252
195.4554,-0.03595584,0.233487,-0.0117199,-0.03021446,0.2542877,0.05289247,-0.05041461,0.2510757,0.05299187,-0.06873506,0.2424297,0.04814473,-0.0840414,0.2311244,0.04257489,-0.06602138,0.2186685,-0.006443167,0.01424935,0.2281293,0.01003867,-0.02712066,0.2696383,0.08936218,-0.05219183,0.2650025,0.096112,-0.07677329,0.2548179,0.08739191,-0.09747804,0.2404263,0.0713368,0.03111081,0.2334293,0.03587352,-0.02400372,0.2632939,0.1105343,-0.0466162,0.2567398,0.120951,-0.07378832,0.2470581,0.1120346,-0.09716222,0.2359964,0.08908942,0.02909039,0.2317904,0.05220123,-0.02235017,0.2530777,0.1168968,-0.04157995,0.2456876,0.1271659,-0.06850124,0.2363274,0.1182694,-0.09108667,0.2273628,0.09551397
195.4665,-0.03595584,0.233487,-0.0117199,-0.03021446,0.2542877,0.05289247,-0.05041461,0.2510757,0.05299187,-0.06873506,0.2424297,0.04814473,-0.0840414,0.2311244,0.04257489,-0.06602138,0.2186685,-0.006443167,0.01424935,0.2281293,0.01003867,-0.02712066,0.2696383,0.08936218,-0.05219183,0.2650025,0.096112,-0.07677329,0.2548179,0.08739191,-0.09747804,0.2404263,0.0713368,0.03111081,0.2334293,0.03587352,-0.02400372,0.2632939,0.1105343,-0.0466162,0.2567398,0.120951,-0.07378832,0.2470581,0.1120346,-0.09716222,0.2359964,0.08908942,0.02909039,0.2317904,0.05220123,-0.02235017,0.2530777,0.1168968,-0.04157995,0.2456876,0.1271659,-0.06850124,0.2363274,0.1182694,-0.09108667,0.2273628,0.09551397
195.4727,-0.0357383,0.2332319,-0.01164746,-0.02997905,0.2545028,0.05280991,-0.05016755,0.2512141,0.05297517,-0.06847244,0.2424723,0.04821152,-0.08375032,0.2310797,0.04273519,-0.06575673,0.2183522,-0.006222651,0.01462946,0.2281522,0.01012224,-0.02668909,0.2700428,0.08923552,-0.05168918,0.2653451,0.09610277,-0.07626642,0.2549915,0.087509,-0.09694915,0.2404284,0.07161194,0.03164957,0.2335718,0.03585789,-0.0234435,0.2640367,0.1105172,-0.046092,0.2574041,0.1210755,-0.07329255,0.2475436,0.1122722,-0.09668376,0.2361704,0.08941646,0.02983096,0.2319775,0.05222837,-0.02172083,0.2539543,0.1170967,-0.04107304,0.2464571,0.1275149,-0.06804332,0.2369015,0.1187021,-0.09068212,0.2275748,0.09596238
